,qmof_id,pld,density,volume,ddec_charge_i,ddec_charge_j,distance,atom_i,atom_j,V
308839,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.424457,10.956784,O,O,0.0274
308840,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.606234,11.676424,O,O,-0.018
308841,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.60575,11.698836,O,O,-0.0163
308842,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.616705,11.716233,O,O,-0.0168
308843,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.598384,11.733717,O,O,-0.0148
308844,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.613524,11.738129,O,O,-0.0169
308845,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.597542,11.784132,O,O,-0.0173
308847,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.421464,12.391582,O,O,0.0209
308849,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.470585,13.051293,O,O,-0.0278
308850,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.463003,13.073731,O,O,-0.0322
308855,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.462304,15.11607,O,O,0.0156
308856,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,0.431958,15.425503,O,O,0.0168
308857,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.42192,15.559586,O,O,0.014
308858,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.433244,15.739555,O,O,-0.0129
308859,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.06953,-0.443208,15.784807,O,O,0.0118
308879,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-1.149743,7.492548,O,O,0.0507
308880,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-1.06953,7.540531,O,O,0.0512
308881,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-1.07139,7.557542,O,O,0.0555
308882,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.606317,7.886485,O,O,0.1131
308883,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.613524,7.901443,O,O,0.1088
308884,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.629316,7.943285,O,O,0.0972
308885,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.612794,7.980703,O,O,0.1036
308887,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.59419,8.011592,O,O,0.1103
308888,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.597542,8.077496,O,O,0.1104
308900,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.459067,10.756159,O,O,0.0307
308901,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.439172,10.816511,O,O,0.0301
308903,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.619799,11.558605,O,O,-0.0159
308904,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.604163,11.636228,O,O,-0.018
308905,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.613468,11.696336,O,O,-0.0172
308906,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.614265,11.709434,O,O,-0.0188
308907,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.585142,11.715861,O,O,-0.0155
308908,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.599037,11.729106,O,O,-0.0181
308909,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.462304,11.752596,O,O,0.0356
308910,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.40316,13.052046,O,O,0.0163
308911,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.459711,13.17098,O,O,-0.0272
308921,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.071998,-0.462239,15.361572,O,O,0.012
308941,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-1.071998,7.492548,O,O,0.0507
308942,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-1.07139,7.547879,O,O,0.0699
308943,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-1.06953,7.558067,O,O,0.0584
308944,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.604163,7.892248,O,O,0.1148
308945,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.615815,7.908233,O,O,0.1059
308946,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.616705,7.951228,O,O,0.1184
308948,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.60575,7.998008,O,O,0.1065
308949,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.599037,8.021428,O,O,0.1122
308950,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.613163,8.052656,O,O,0.1144
308955,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.606234,9.720628,O,O,0.0103
308962,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.456833,10.749276,O,O,0.0308
308963,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.443208,10.773316,O,O,0.0325
308965,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.619085,11.55752,O,O,-0.0152
308966,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.606317,11.646176,O,O,-0.016
308967,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.583449,11.705213,O,O,-0.0146
308968,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.614402,11.706355,O,O,-0.015
308969,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-1.069944,11.723216,O,O,-0.0174
308970,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.59419,11.735293,O,O,-0.0151
308971,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.433009,11.916002,O,O,0.0306
308972,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.469769,13.202109,O,O,-0.0264
308973,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.425457,13.414217,O,O,0.0166
308983,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.149743,-0.433244,15.290821,O,O,0.013
309006,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.59783,7.162684,O,Zr,0.0281
309007,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,2.370021,7.206675,O,Zr,0.0338
309008,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,2.363179,7.303411,O,Zr,0.0199
309009,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.619085,7.560412,O,O,0.1214
309010,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.604163,7.612137,O,O,0.127
309011,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.60575,7.718313,O,O,0.1189
309012,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.613524,7.73017,O,O,0.1118
309013,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.585142,7.752847,O,O,0.1256
309014,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.59419,7.757049,O,O,0.1301
309016,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.619799,9.046027,O,O,0.0141
309017,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.613468,9.07311,O,O,0.0212
309018,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.598384,9.105999,O,O,0.0265
309019,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.583449,9.109883,O,O,0.0132
309020,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.606234,9.115513,O,O,0.0166
309021,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-1.069944,9.144378,O,O,0.0204
309024,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.606317,10.445226,O,O,-0.0117
309025,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.614265,10.504916,O,O,-0.0139
309026,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.599037,10.524827,O,O,-0.0137
309027,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.614402,10.569062,O,O,-0.0103
309028,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.616705,10.571261,O,O,-0.0122
309029,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.597542,10.5911,O,O,-0.0153
309030,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.433009,10.949373,O,O,0.085
309031,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.462239,11.020853,O,O,-0.0232
309033,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.459067,11.438436,O,O,0.0305
309034,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.459711,13.401993,O,O,-0.044
309035,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.463003,13.455798,O,O,-0.0479
309037,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.425457,13.80695,O,O,0.0198
309038,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.424469,13.908149,O,O,0.0105
309039,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.443208,14.520234,O,O,-0.0128
309040,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.424457,14.617889,O,O,-0.0125
309044,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.469769,15.514803,O,O,0.0117
309045,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.41703,15.5415,O,O,0.0167
309046,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.42192,15.724512,O,O,0.0191
309047,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.443232,16.035534,O,O,0.0281
309049,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.470585,17.447049,O,O,0.0128
309051,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.14961,-0.434777,18.40253,O,O,0.0111
309068,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.59783,7.169703,O,Zr,0.0272
309069,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,2.384811,7.202186,O,Zr,0.0294
309070,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,2.385289,7.294461,O,Zr,0.0222
309071,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.619799,7.549534,O,O,0.1228
309072,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.606317,7.630612,O,O,0.128
309073,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.583449,7.723178,O,O,0.1268
309074,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.612794,7.730905,O,O,0.1184
309075,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.615815,7.733502,O,O,0.1124
309076,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.599037,7.760355,O,O,0.1068
309078,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.619085,9.018404,O,O,0.0138
309079,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.614402,9.092533,O,O,0.021
309080,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.585142,9.098628,O,O,0.0159
309081,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.595322,9.114214,O,O,0.0248
309082,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.629427,9.127019,O,O,0.0163
309083,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.614265,9.144554,O,O,0.018
309086,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.604163,10.453648,O,O,-0.0118
309088,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-1.069944,10.525025,O,O,-0.0135
309089,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.613163,10.561998,O,O,-0.014
309090,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.629316,10.562742,O,O,-0.0128
309091,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.613468,10.571151,O,O,-0.0106
309092,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.433244,10.896135,O,O,-0.0196
309093,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.462304,11.305174,O,O,0.0789
309095,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.456833,11.409888,O,O,0.0307
309096,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.469769,13.3972,O,O,-0.0442
309097,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.447044,13.411218,O,O,-0.0481
309099,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.424457,13.91039,O,O,0.0107
309100,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.40316,13.965209,O,O,0.015
309101,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.439172,14.544343,O,O,-0.0126
309102,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.424469,14.671631,O,O,-0.012
309106,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.459711,15.48394,O,O,0.0113
309107,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.421464,15.485856,O,O,0.0158
309108,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.434777,15.907,O,O,0.0196
309109,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,0.431958,16.125048,O,O,0.0262
309111,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.441365,17.456767,O,O,0.0131
309112,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150439,-0.42192,18.145135,O,O,0.0129
309130,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,2.363731,7.167928,O,Zr,0.0244
309131,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,2.370021,7.201849,O,Zr,0.029
309132,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,2.385289,7.311361,O,Zr,0.0192
309133,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.606234,7.643741,O,O,0.1217
309134,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.629316,7.664037,O,O,0.1175
309135,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.614265,7.681136,O,O,0.1132
309136,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.613468,7.715788,O,O,0.1192
309137,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.595322,7.75569,O,O,0.1252
309138,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.597542,7.785639,O,O,0.1307
309140,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.60575,9.09037,O,O,0.0187
309141,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.599037,9.093801,O,O,0.0204
309142,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.604163,9.099785,O,O,0.0145
309143,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.613163,9.131711,O,O,0.0214
309144,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.616705,9.145603,O,O,0.0207
309145,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.615815,9.162389,O,O,0.0196
309146,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.424469,9.959473,O,O,-0.0119
309148,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.598384,10.499994,O,O,-0.0122
309149,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.613524,10.519308,O,O,-0.0102
309150,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.629427,10.519431,O,O,-0.0126
309151,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.462304,10.526831,O,O,0.0186
309152,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.612794,10.558643,O,O,-0.0124
309154,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.439172,11.183804,O,O,0.0376
309155,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.424457,11.285729,O,O,0.0359
309156,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.433244,11.319099,O,O,0.0591
309158,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.41703,12.91094,O,O,0.0238
309159,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.433009,13.514827,O,O,0.0142
309160,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.470585,13.571322,O,O,-0.0435
309161,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.443208,13.893601,O,O,0.0118
309162,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.456833,13.945862,O,O,0.0138
309163,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.459067,14.496906,O,O,-0.0141
309167,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.441365,15.381372,O,O,0.0119
309172,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.425457,16.330194,O,O,0.0151
309174,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.447044,17.484407,O,O,0.0127
309175,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-1.150804,-0.459711,17.500294,O,O,0.0161
309192,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,2.363731,7.16575,O,Zr,0.0259
309193,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,2.384811,7.206634,O,Zr,0.028
309194,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,2.363179,7.308933,O,Zr,0.0198
309195,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.629427,7.639382,O,O,0.1234
309196,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.616705,7.678639,O,O,0.1172
309197,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-1.069944,7.698167,O,O,0.1132
309198,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.614402,7.716985,O,O,0.12
309199,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.598384,7.752818,O,O,0.1264
309200,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.613163,7.796353,O,O,0.1292
309202,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.612794,9.085999,O,O,0.0188
309203,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.606317,9.095558,O,O,0.0156
309204,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.59419,9.104566,O,O,0.024
309205,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.597542,9.133059,O,O,0.0214
309206,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.629316,9.141316,O,O,0.0206
309207,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.613524,9.16636,O,O,0.0233
309208,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.424457,9.915936,O,O,-0.0124
309210,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.606234,10.483252,O,O,-0.012
309211,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.595322,10.511857,O,O,-0.0136
309212,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.615815,10.51503,O,O,-0.0142
309213,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.433009,10.533539,O,O,0.0137
309214,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.60575,10.573976,O,O,-0.0116
309216,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.443208,11.232979,O,O,0.0369
309217,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.424469,11.304361,O,O,0.0366
309218,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.462239,11.414772,O,O,0.0537
309220,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.421464,12.826921,O,O,0.0252
309221,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.441365,13.532292,O,O,-0.0451
309222,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.439172,13.869046,O,O,0.011
309223,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.459067,13.9676,O,O,0.0141
309224,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.462304,13.978826,O,O,0.0153
309226,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.456833,14.482731,O,O,-0.0147
309229,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.470585,15.398835,O,O,0.0123
309234,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.40316,16.296429,O,O,0.0165
309236,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.463003,17.458291,O,O,0.0123
309237,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.45927,-0.469769,17.516741,O,O,0.016
309240,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.424469,-1.069944,4.933832,O,O,-0.0727
309245,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.424469,-0.614265,8.45199,O,O,0.1079
309246,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.424469,-0.59419,8.638145,O,O,0.0467
309247,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.424469,0.431958,9.177349,O,O,0.0158
309250,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.424469,-1.150804,9.959473,O,O,-0.0119
309251,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.424469,-0.606317,10.621268,O,O,-0.0223
309252,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.424469,-0.421464,10.939468,O,O,0.0189
309253,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.424469,-1.07139,11.023843,O,O,0.0273
309254,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.424469,-0.447044,11.13966,O,O,0.0421
309255,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.424469,-0.45927,11.304361,O,O,0.0366
309256,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.424469,-0.604163,11.318468,O,O,-0.0137
309257,qmof-ad3c4dd,4.02302,1.326977440784015,3194.501007393321,-0.424469,-0.434777,11.618046,O,O,0.0409
